a,origin,destination,requirement_status,requirement
35552,Togo,North Korea,0,visa_required
35553,Togo,North Macedonia,0,visa_required
35554,Togo,Norway,0,visa_required
35555,Togo,Oman,0,visa_required
35556,Togo,Pakistan,0,visa_required
35557,Togo,Palau,1,visa_on_arrival
35558,Togo,Palestinian Territories,0,visa_required
35559,Togo,Panama,0,visa_required
35560,Togo,Papua New Guinea,0,visa_required
35561,Togo,Paraguay,0,visa_required
35562,Togo,Peru,0,visa_required
35563,Togo,Philippines,2,visa_free
35564,Togo,Poland,0,visa_required
35565,Togo,Portugal,0,visa_required
35566,Togo,Qatar,0,visa_required
35567,Togo,Romania,0,visa_required
35568,Togo,Russia,0,visa_required
35569,Togo,Rwanda,1,visa_on_arrival
35570,Togo,Saint Kitts and Nevis,0,visa_required
35571,Togo,Saint Lucia,1,visa_on_arrival
35572,Togo,Samoa,1,visa_on_arrival
35573,Togo,San Marino,0,visa_required
35574,Togo,São Tomé and Príncipe,0,visa_required
35575,Togo,Saudi Arabia,0,visa_required
35576,Togo,Senegal,2,visa_free
35577,Togo,Serbia,0,visa_required
35578,Togo,Seychelles,1,visa_on_arrival
35579,Togo,Sierra Leone,2,visa_free
35580,Togo,Singapore,2,visa_free
35581,Togo,Slovakia,0,visa_required
35582,Togo,Slovenia,0,visa_required
35583,Togo,Solomon Islands,0,visa_required
35584,Togo,Somalia,1,visa_on_arrival
35585,Togo,South Africa,0,visa_required
35586,Togo,South Korea,0,visa_required
35587,Togo,South Sudan,1,visa_on_arrival
35588,Togo,Spain,0,visa_required
35589,Togo,Sri Lanka,3,eta
35590,Togo,Saint Vincent and the Grenadines,2,visa_free
35591,Togo,Sudan,0,visa_required
35592,Togo,Suriname,2,visa_free
35593,Togo,Sweden,0,visa_required
35594,Togo,Switzerland,0,visa_required
35595,Togo,Syria,0,visa_required
35596,Togo,Taiwan,0,visa_required
35597,Togo,Tajikistan,0,visa_required
35598,Togo,Tanzania,1,visa_on_arrival
35599,Togo,Thailand,0,visa_required
35600,Togo,Timor-Leste,1,visa_on_arrival
35601,Togo,Tonga,0,visa_required
35602,Togo,Trinidad and Tobago,0,visa_required
35603,Togo,Tunisia,0,visa_required
35604,Togo,Turkmenistan,0,visa_required
35605,Togo,Tuvalu,1,visa_on_arrival
35606,Togo,Turkey,0,visa_required
35607,Togo,Uganda,1,visa_on_arrival
35608,Togo,Ukraine,0,visa_required
35609,Togo,United Arab Emirates,0,visa_required
35610,Togo,United Kingdom,0,visa_required
35611,Togo,USA,0,visa_required
35612,Togo,Uruguay,0,visa_required
35613,Togo,Uzbekistan,0,visa_required
35614,Togo,Vanuatu,0,visa_required
35615,Togo,Vatican City,0,visa_required
35616,Togo,Venezuela,0,visa_required
35617,Togo,Vietnam,0,visa_required
35618,Togo,Yemen,0,visa_required
35619,Togo,Zambia,0,visa_required
35620,Togo,Zimbabwe,0,visa_required
35621,Togo,Togo,4,
35622,Tonga,Afghanistan,0,visa_required
35623,Tonga,Albania,0,visa_required
35624,Tonga,Algeria,0,visa_required
35625,Tonga,Andorra,2,visa_free
35626,Tonga,Angola,1,visa_on_arrival
35627,Tonga,Antigua and Barbuda,0,visa_required
35628,Tonga,Argentina,0,visa_required
35629,Tonga,Armenia,1,visa_on_arrival
35630,Tonga,Australia,0,visa_required
35631,Tonga,Austria,2,visa_free
35632,Tonga,Azerbaijan,0,visa_required
35633,Tonga,Bahamas,2,visa_free
35634,Tonga,Bahrain,0,visa_required
35635,Tonga,Bangladesh,2,visa_free
35636,Tonga,Barbados,2,visa_free
35637,Tonga,Belarus,0,visa_required
35638,Tonga,Belgium,2,visa_free
35639,Tonga,Belize,2,visa_free
35640,Tonga,Benin,0,visa_required
35641,Tonga,Bhutan,0,visa_required
35642,Tonga,Bolivia,1,visa_on_arrival
35643,Tonga,Bosnia and Herzegovina,2,visa_free
35644,Tonga,Botswana,2,visa_free
35645,Tonga,Brazil,0,visa_required
35646,Tonga,Brunei,0,visa_required
35647,Tonga,Bulgaria,2,visa_free
35648,Tonga,Burkina Faso,0,visa_required
35649,Tonga,Burundi,1,visa_on_arrival
35650,Tonga,Cambodia,1,visa_on_arrival
35651,Tonga,Cameroon,0,visa_required
35652,Tonga,Canada,0,visa_required
35653,Tonga,Cape Verde,1,visa_on_arrival
35654,Tonga,Central African Republic,0,visa_required
35655,Tonga,Chad,0,visa_required
35656,Tonga,Chile,2,visa_free
35657,Tonga,China,2,visa_free
35658,Tonga,Colombia,0,visa_required
35659,Tonga,Comoros,1,visa_on_arrival
35660,Tonga,Congo [Republic],0,visa_required
35661,Tonga,Congo [DRC],1,visa_on_arrival
35662,Tonga,Costa Rica,2,visa_free
35663,Tonga,Côte d'Ivoire,3,eta
35664,Tonga,Croatia,2,visa_free
35665,Tonga,Cuba,1,visa_on_arrival
35666,Tonga,Cyprus,2,visa_free
35667,Tonga,Czech Republic,2,visa_free
35668,Tonga,Denmark,2,visa_free
35669,Tonga,Djibouti,1,visa_on_arrival
35670,Tonga,Dominica,2,visa_free
35671,Tonga,Dominican Republic,2,visa_free
35672,Tonga,Ecuador,2,visa_free
35673,Tonga,Egypt,1,visa_on_arrival
35674,Tonga,El Salvador,0,visa_required
35675,Tonga,Equatorial Guinea,0,visa_required
35676,Tonga,Eritrea,0,visa_required
35677,Tonga,Estonia,2,visa_free
35678,Tonga,Eswatini,2,visa_free
35679,Tonga,Ethiopia,1,visa_on_arrival
35680,Tonga,Fiji,2,visa_free
35681,Tonga,Finland,2,visa_free
35682,Tonga,France,2,visa_free
35683,Tonga,Gabon,1,visa_on_arrival
35684,Tonga,Gambia,2,visa_free
35685,Tonga,Georgia,0,visa_required
35686,Tonga,Germany,2,visa_free
35687,Tonga,Ghana,0,visa_required
35688,Tonga,Greece,2,visa_free
35689,Tonga,Grenada,2,visa_free
35690,Tonga,Guatemala,0,visa_required
35691,Tonga,Guinea,1,visa_on_arrival
35692,Tonga,Guinea-Bissau,0,visa_required
35693,Tonga,Guyana,0,visa_required
35694,Tonga,Haiti,2,visa_free
35695,Tonga,Honduras,0,visa_required
35696,Tonga,Hong Kong,2,visa_free
35697,Tonga,Hungary,2,visa_free
35698,Tonga,Iceland,2,visa_free
35699,Tonga,India,1,visa_on_arrival
35700,Tonga,Indonesia,0,visa_required
35701,Tonga,Iran,1,visa_on_arrival
35702,Tonga,Iraq,0,visa_required
35703,Tonga,Ireland,2,visa_free
35704,Tonga,Israel,2,visa_free
35705,Tonga,Italy,2,visa_free
35706,Tonga,Jamaica,2,visa_free
35707,Tonga,Japan,0,visa_required
35708,Tonga,Jordan,1,visa_on_arrival
35709,Tonga,Kazakhstan,0,visa_required
35710,Tonga,Kenya,2,visa_free
35711,Tonga,Kiribati,2,visa_free
35712,Tonga,Kosovo,2,visa_free
35713,Tonga,Kuwait,0,visa_required
35714,Tonga,Kyrgyzstan,0,visa_required
35715,Tonga,Laos,0,visa_required
35716,Tonga,Latvia,2,visa_free
35717,Tonga,Lebanon,0,visa_required
35718,Tonga,Lesotho,2,visa_free
35719,Tonga,Liberia,0,visa_required
35720,Tonga,Libya,0,visa_required
35721,Tonga,Liechtenstein,2,visa_free
35722,Tonga,Lithuania,2,visa_free
35723,Tonga,Luxembourg,2,visa_free
35724,Tonga,Macao,1,visa_on_arrival
35725,Tonga,Madagascar,1,visa_on_arrival
35726,Tonga,Malawi,1,visa_on_arrival
35727,Tonga,Malaysia,2,visa_free
35728,Tonga,Maldives,1,visa_on_arrival
35729,Tonga,Mali,0,visa_required
35730,Tonga,Malta,2,visa_free
35731,Tonga,Marshall Islands,1,visa_on_arrival
35732,Tonga,Mauritania,1,visa_on_arrival
35733,Tonga,Mauritius,2,visa_free
35734,Tonga,Mexico,0,visa_required
35735,Tonga,Micronesia,2,visa_free
35736,Tonga,Moldova,2,visa_free
35737,Tonga,Monaco,2,visa_free
35738,Tonga,Mongolia,0,visa_required
35739,Tonga,Montenegro,0,visa_required
35740,Tonga,Morocco,0,visa_required
35741,Tonga,Mozambique,1,visa_on_arrival
35742,Tonga,Myanmar [Burma],0,visa_required
35743,Tonga,Namibia,0,visa_required
35744,Tonga,Nauru,1,visa_on_arrival
35745,Tonga,Nepal,1,visa_on_arrival
35746,Tonga,Netherlands,2,visa_free
35747,Tonga,New Zealand,0,visa_required
35748,Tonga,Nicaragua,1,visa_on_arrival
35749,Tonga,Niger,0,visa_required
35750,Tonga,Nigeria,1,visa_on_arrival
35751,Tonga,North Korea,0,visa_required
35752,Tonga,North Macedonia,0,visa_required
35753,Tonga,Norway,2,visa_free
35754,Tonga,Oman,0,visa_required
35755,Tonga,Pakistan,3,eta
35756,Tonga,Palau,1,visa_on_arrival
35757,Tonga,Palestinian Territories,2,visa_free
35758,Tonga,Panama,2,visa_free
35759,Tonga,Papua New Guinea,1,visa_on_arrival
35760,Tonga,Paraguay,0,visa_required
35761,Tonga,Peru,2,visa_free
35762,Tonga,Philippines,0,visa_required
35763,Tonga,Poland,2,visa_free
35764,Tonga,Portugal,2,visa_free
35765,Tonga,Qatar,0,visa_required
35766,Tonga,Romania,2,visa_free
35767,Tonga,Russia,0,visa_required
35768,Tonga,Rwanda,1,visa_on_arrival
35769,Tonga,Saint Kitts and Nevis,2,visa_free
35770,Tonga,Saint Lucia,2,visa_free
35771,Tonga,Samoa,1,visa_on_arrival
35772,Tonga,San Marino,2,visa_free
35773,Tonga,São Tomé and Príncipe,0,visa_required
35774,Tonga,Saudi Arabia,0,visa_required
35775,Tonga,Senegal,0,visa_required
35776,Tonga,Serbia,0,visa_required
35777,Tonga,Seychelles,1,visa_on_arrival
35778,Tonga,Sierra Leone,1,visa_on_arrival
35779,Tonga,Singapore,2,visa_free
35780,Tonga,Slovakia,2,visa_free
35781,Tonga,Slovenia,2,visa_free
35782,Tonga,Solomon Islands,1,visa_on_arrival
35783,Tonga,Somalia,1,visa_on_arrival
35784,Tonga,South Africa,0,visa_required
35785,Tonga,South Korea,3,eta
35786,Tonga,South Sudan,1,visa_on_arrival
35787,Tonga,Spain,2,visa_free
35788,Tonga,Sri Lanka,3,eta
35789,Tonga,Saint Vincent and the Grenadines,2,visa_free
35790,Tonga,Sudan,0,visa_required
35791,Tonga,Suriname,2,visa_free
35792,Tonga,Sweden,2,visa_free
35793,Tonga,Switzerland,2,visa_free
35794,Tonga,Syria,0,visa_required
35795,Tonga,Taiwan,0,visa_required
35796,Tonga,Tajikistan,0,visa_required
35797,Tonga,Tanzania,2,visa_free
35798,Tonga,Thailand,0,visa_required
35799,Tonga,Timor-Leste,1,visa_on_arrival
35800,Tonga,Togo,1,visa_on_arrival
35801,Tonga,Trinidad and Tobago,2,visa_free
35802,Tonga,Tunisia,0,visa_required
35803,Tonga,Turkmenistan,0,visa_required
35804,Tonga,Tuvalu,1,visa_on_arrival
35805,Tonga,Turkey,0,visa_required
35806,Tonga,Uganda,2,visa_free
35807,Tonga,Ukraine,0,visa_required
35808,Tonga,United Arab Emirates,0,visa_required
35809,Tonga,United Kingdom,2,visa_free
35810,Tonga,USA,0,visa_required
35811,Tonga,Uruguay,0,visa_required
35812,Tonga,Uzbekistan,1,visa_on_arrival
35813,Tonga,Vanuatu,2,visa_free
35814,Tonga,Vatican City,2,visa_free
35815,Tonga,Venezuela,0,visa_required
35816,Tonga,Vietnam,0,visa_required
35817,Tonga,Yemen,0,visa_required
35818,Tonga,Zambia,2,visa_free
35819,Tonga,Zimbabwe,2,visa_free
35820,Tonga,Tonga,4,
35821,Trinidad and Tobago,Afghanistan,0,visa_required
35822,Trinidad and Tobago,Albania,2,visa_free
35823,Trinidad and Tobago,Algeria,0,visa_required
35824,Trinidad and Tobago,Andorra,2,visa_free
35825,Trinidad and Tobago,Angola,1,visa_on_arrival
35826,Trinidad and Tobago,Antigua and Barbuda,2,visa_free
35827,Trinidad and Tobago,Argentina,2,visa_free
35828,Trinidad and Tobago,Armenia,1,visa_on_arrival
35829,Trinidad and Tobago,Australia,0,visa_required
35830,Trinidad and Tobago,Austria,2,visa_free
35831,Trinidad and Tobago,Azerbaijan,1,visa_on_arrival
35832,Trinidad and Tobago,Bahamas,2,visa_free
35833,Trinidad and Tobago,Bahrain,0,visa_required
35834,Trinidad and Tobago,Bangladesh,1,visa_on_arrival
35835,Trinidad and Tobago,Barbados,2,visa_free
35836,Trinidad and Tobago,Belarus,0,visa_required
35837,Trinidad and Tobago,Belgium,2,visa_free
35838,Trinidad and Tobago,Belize,2,visa_free
35839,Trinidad and Tobago,Benin,0,visa_required
35840,Trinidad and Tobago,Bhutan,0,visa_required
35841,Trinidad and Tobago,Bolivia,1,visa_on_arrival
35842,Trinidad and Tobago,Bosnia and Herzegovina,2,visa_free
35843,Trinidad and Tobago,Botswana,2,visa_free
35844,Trinidad and Tobago,Brazil,2,visa_free
35845,Trinidad and Tobago,Brunei,0,visa_required
35846,Trinidad and Tobago,Bulgaria,2,visa_free
35847,Trinidad and Tobago,Burkina Faso,0,visa_required
35848,Trinidad and Tobago,Burundi,1,visa_on_arrival
35849,Trinidad and Tobago,Cambodia,1,visa_on_arrival
35850,Trinidad and Tobago,Cameroon,0,visa_required
35851,Trinidad and Tobago,Canada,0,visa_required
35852,Trinidad and Tobago,Cape Verde,1,visa_on_arrival
35853,Trinidad and Tobago,Central African Republic,0,visa_required
35854,Trinidad and Tobago,Chad,0,visa_required
35855,Trinidad and Tobago,Chile,2,visa_free
35856,Trinidad and Tobago,China,0,visa_required
35857,Trinidad and Tobago,Colombia,2,visa_free
35858,Trinidad and Tobago,Comoros,1,visa_on_arrival
35859,Trinidad and Tobago,Congo [Republic],0,visa_required
35860,Trinidad and Tobago,Congo [DRC],1,visa_on_arrival
35861,Trinidad and Tobago,Costa Rica,2,visa_free
35862,Trinidad and Tobago,Côte d'Ivoire,3,eta
35863,Trinidad and Tobago,Croatia,2,visa_free
35864,Trinidad and Tobago,Cuba,1,visa_on_arrival
35865,Trinidad and Tobago,Cyprus,2,visa_free
35866,Trinidad and Tobago,Czech Republic,2,visa_free
35867,Trinidad and Tobago,Denmark,2,visa_free
35868,Trinidad and Tobago,Djibouti,1,visa_on_arrival
35869,Trinidad and Tobago,Dominica,2,visa_free
35870,Trinidad and Tobago,Dominican Republic,2,visa_free
35871,Trinidad and Tobago,Ecuador,2,visa_free
35872,Trinidad and Tobago,Egypt,1,visa_on_arrival
35873,Trinidad and Tobago,El Salvador,2,visa_free
35874,Trinidad and Tobago,Equatorial Guinea,0,visa_required
35875,Trinidad and Tobago,Eritrea,0,visa_required
35876,Trinidad and Tobago,Estonia,2,visa_free
35877,Trinidad and Tobago,Eswatini,2,visa_free
35878,Trinidad and Tobago,Ethiopia,1,visa_on_arrival
35879,Trinidad and Tobago,Fiji,2,visa_free
35880,Trinidad and Tobago,Finland,2,visa_free
35881,Trinidad and Tobago,France,2,visa_free
35882,Trinidad and Tobago,Gabon,1,visa_on_arrival
35883,Trinidad and Tobago,Gambia,2,visa_free
35884,Trinidad and Tobago,Georgia,0,visa_required
35885,Trinidad and Tobago,Germany,2,visa_free
35886,Trinidad and Tobago,Ghana,2,visa_free
35887,Trinidad and Tobago,Greece,2,visa_free
35888,Trinidad and Tobago,Grenada,2,visa_free
35889,Trinidad and Tobago,Guatemala,2,visa_free
35890,Trinidad and Tobago,Guinea,1,visa_on_arrival
35891,Trinidad and Tobago,Guinea-Bissau,0,visa_required
35892,Trinidad and Tobago,Guyana,2,visa_free
35893,Trinidad and Tobago,Haiti,2,visa_free
35894,Trinidad and Tobago,Honduras,2,visa_free
35895,Trinidad and Tobago,Hong Kong,2,visa_free
35896,Trinidad and Tobago,Hungary,2,visa_free
35897,Trinidad and Tobago,Iceland,2,visa_free
35898,Trinidad and Tobago,India,1,visa_on_arrival
35899,Trinidad and Tobago,Indonesia,0,visa_required
35900,Trinidad and Tobago,Iran,1,visa_on_arrival
35901,Trinidad and Tobago,Iraq,0,visa_required
35902,Trinidad and Tobago,Ireland,2,visa_free
35903,Trinidad and Tobago,Israel,2,visa_free
35904,Trinidad and Tobago,Italy,2,visa_free
35905,Trinidad and Tobago,Jamaica,2,visa_free
35906,Trinidad and Tobago,Japan,0,visa_required
35907,Trinidad and Tobago,Jordan,1,visa_on_arrival
35908,Trinidad and Tobago,Kazakhstan,0,visa_required
35909,Trinidad and Tobago,Kenya,2,visa_free
35910,Trinidad and Tobago,Kiribati,2,visa_free
35911,Trinidad and Tobago,Kosovo,2,visa_free
35912,Trinidad and Tobago,Kuwait,0,visa_required
35913,Trinidad and Tobago,Kyrgyzstan,0,visa_required
35914,Trinidad and Tobago,Laos,1,visa_on_arrival
35915,Trinidad and Tobago,Latvia,2,visa_free
35916,Trinidad and Tobago,Lebanon,0,visa_required
35917,Trinidad and Tobago,Lesotho,2,visa_free
35918,Trinidad and Tobago,Liberia,0,visa_required
35919,Trinidad and Tobago,Libya,0,visa_required
35920,Trinidad and Tobago,Liechtenstein,2,visa_free
35921,Trinidad and Tobago,Lithuania,2,visa_free
35922,Trinidad and Tobago,Luxembourg,2,visa_free
35923,Trinidad and Tobago,Macao,1,visa_on_arrival
35924,Trinidad and Tobago,Madagascar,1,visa_on_arrival
35925,Trinidad and Tobago,Malawi,2,visa_free
35926,Trinidad and Tobago,Malaysia,2,visa_free
35927,Trinidad and Tobago,Maldives,1,visa_on_arrival
35928,Trinidad and Tobago,Mali,0,visa_required
35929,Trinidad and Tobago,Malta,2,visa_free
35930,Trinidad and Tobago,Marshall Islands,0,visa_required
35931,Trinidad and Tobago,Mauritania,1,visa_on_arrival
35932,Trinidad and Tobago,Mauritius,2,visa_free
35933,Trinidad and Tobago,Mexico,2,visa_free
35934,Trinidad and Tobago,Micronesia,2,visa_free
35935,Trinidad and Tobago,Moldova,2,visa_free
35936,Trinidad and Tobago,Monaco,2,visa_free
35937,Trinidad and Tobago,Mongolia,0,visa_required
35938,Trinidad and Tobago,Montenegro,2,visa_free
35939,Trinidad and Tobago,Morocco,0,visa_required
35940,Trinidad and Tobago,Mozambique,1,visa_on_arrival
35941,Trinidad and Tobago,Myanmar [Burma],0,visa_required
35942,Trinidad and Tobago,Namibia,0,visa_required
35943,Trinidad and Tobago,Nauru,0,visa_required
35944,Trinidad and Tobago,Nepal,1,visa_on_arrival
35945,Trinidad and Tobago,Netherlands,2,visa_free
35946,Trinidad and Tobago,New Zealand,0,visa_required
35947,Trinidad and Tobago,Nicaragua,2,visa_free
35948,Trinidad and Tobago,Niger,0,visa_required
35949,Trinidad and Tobago,Nigeria,1,visa_on_arrival
35950,Trinidad and Tobago,North Korea,0,visa_required
35951,Trinidad and Tobago,North Macedonia,0,visa_required
35952,Trinidad and Tobago,Norway,2,visa_free
35953,Trinidad and Tobago,Oman,0,visa_required
35954,Trinidad and Tobago,Pakistan,2,visa_free
35955,Trinidad and Tobago,Palau,1,visa_on_arrival
35956,Trinidad and Tobago,Palestinian Territories,2,visa_free
35957,Trinidad and Tobago,Panama,2,visa_free
35958,Trinidad and Tobago,Papua New Guinea,0,visa_required
35959,Trinidad and Tobago,Paraguay,0,visa_required
35960,Trinidad and Tobago,Peru,2,visa_free
35961,Trinidad and Tobago,Philippines,2,visa_free
35962,Trinidad and Tobago,Poland,2,visa_free
35963,Trinidad and Tobago,Portugal,2,visa_free
35964,Trinidad and Tobago,Qatar,0,visa_required
35965,Trinidad and Tobago,Romania,2,visa_free
35966,Trinidad and Tobago,Russia,0,visa_required
35967,Trinidad and Tobago,Rwanda,1,visa_on_arrival
35968,Trinidad and Tobago,Saint Kitts and Nevis,2,visa_free
35969,Trinidad and Tobago,Saint Lucia,2,visa_free
35970,Trinidad and Tobago,Samoa,1,visa_on_arrival
35971,Trinidad and Tobago,San Marino,2,visa_free
35972,Trinidad and Tobago,São Tomé and Príncipe,0,visa_required
35973,Trinidad and Tobago,Saudi Arabia,0,visa_required
35974,Trinidad and Tobago,Senegal,1,visa_on_arrival
35975,Trinidad and Tobago,Serbia,2,visa_free
35976,Trinidad and Tobago,Seychelles,1,visa_on_arrival
35977,Trinidad and Tobago,Sierra Leone,1,visa_on_arrival
35978,Trinidad and Tobago,Singapore,2,visa_free
35979,Trinidad and Tobago,Slovakia,2,visa_free
35980,Trinidad and Tobago,Slovenia,2,visa_free
35981,Trinidad and Tobago,Solomon Islands,1,visa_on_arrival
35982,Trinidad and Tobago,Somalia,1,visa_on_arrival
35983,Trinidad and Tobago,South Africa,2,visa_free
35984,Trinidad and Tobago,South Korea,3,eta
35985,Trinidad and Tobago,South Sudan,1,visa_on_arrival
35986,Trinidad and Tobago,Spain,2,visa_free
35987,Trinidad and Tobago,Sri Lanka,3,eta
35988,Trinidad and Tobago,Saint Vincent and the Grenadines,2,visa_free
35989,Trinidad and Tobago,Sudan,0,visa_required
35990,Trinidad and Tobago,Suriname,2,visa_free
35991,Trinidad and Tobago,Sweden,2,visa_free
35992,Trinidad and Tobago,Switzerland,2,visa_free
35993,Trinidad and Tobago,Syria,0,visa_required
35994,Trinidad and Tobago,Taiwan,0,visa_required
35995,Trinidad and Tobago,Tajikistan,0,visa_required
35996,Trinidad and Tobago,Tanzania,2,visa_free
35997,Trinidad and Tobago,Thailand,0,visa_required
35998,Trinidad and Tobago,Timor-Leste,1,visa_on_arrival
35999,Trinidad and Tobago,Togo,1,visa_on_arrival
36000,Trinidad and Tobago,Tonga,0,visa_required
36001,Trinidad and Tobago,Tunisia,0,visa_required
36002,Trinidad and Tobago,Turkmenistan,0,visa_required
36003,Trinidad and Tobago,Tuvalu,1,visa_on_arrival
36004,Trinidad and Tobago,Turkey,2,visa_free
36005,Trinidad and Tobago,Uganda,1,visa_on_arrival
36006,Trinidad and Tobago,Ukraine,0,visa_required
36007,Trinidad and Tobago,United Arab Emirates,0,visa_required
36008,Trinidad and Tobago,United Kingdom,2,visa_free
36009,Trinidad and Tobago,USA,0,visa_required
36010,Trinidad and Tobago,Uruguay,2,visa_free
36011,Trinidad and Tobago,Uzbekistan,2,visa_free
36012,Trinidad and Tobago,Vanuatu,2,visa_free
36013,Trinidad and Tobago,Vatican City,2,visa_free
36014,Trinidad and Tobago,Venezuela,2,visa_free
36015,Trinidad and Tobago,Vietnam,0,visa_required
36016,Trinidad and Tobago,Yemen,0,visa_required
36017,Trinidad and Tobago,Zambia,2,visa_free
36018,Trinidad and Tobago,Zimbabwe,2,visa_free
36019,Trinidad and Tobago,Trinidad and Tobago,4,
36020,Tunisia,Afghanistan,0,visa_required
36021,Tunisia,Albania,0,visa_required
36022,Tunisia,Algeria,2,visa_free
36023,Tunisia,Andorra,0,visa_required
36024,Tunisia,Angola,1,visa_on_arrival
36025,Tunisia,Antigua and Barbuda,0,visa_required
36026,Tunisia,Argentina,0,visa_required
36027,Tunisia,Armenia,1,visa_on_arrival
36028,Tunisia,Australia,0,visa_required
36029,Tunisia,Austria,0,visa_required
36030,Tunisia,Azerbaijan,0,visa_required
36031,Tunisia,Bahamas,0,visa_required
36032,Tunisia,Bahrain,0,visa_required
36033,Tunisia,Bangladesh,0,visa_required
36034,Tunisia,Barbados,2,visa_free
36035,Tunisia,Belarus,0,visa_required
36036,Tunisia,Belgium,0,visa_required
36037,Tunisia,Belize,2,visa_free
36038,Tunisia,Benin,2,visa_free
36039,Tunisia,Bhutan,0,visa_required
36040,Tunisia,Bolivia,1,visa_on_arrival
36041,Tunisia,Bosnia and Herzegovina,0,visa_required
36042,Tunisia,Botswana,0,visa_required
36043,Tunisia,Brazil,2,visa_free
36044,Tunisia,Brunei,0,visa_required
36045,Tunisia,Bulgaria,0,visa_required
36046,Tunisia,Burkina Faso,1,visa_on_arrival
36047,Tunisia,Burundi,1,visa_on_arrival
36048,Tunisia,Cambodia,1,visa_on_arrival
36049,Tunisia,Cameroon,0,visa_required
36050,Tunisia,Canada,0,visa_required
36051,Tunisia,Cape Verde,1,visa_on_arrival
36052,Tunisia,Central African Republic,0,visa_required
36053,Tunisia,Chad,0,visa_required
36054,Tunisia,Chile,0,visa_required
36055,Tunisia,China,0,visa_required
36056,Tunisia,Colombia,0,visa_required
36057,Tunisia,Comoros,1,visa_on_arrival
36058,Tunisia,Congo [Republic],0,visa_required
36059,Tunisia,Congo [DRC],1,visa_on_arrival
36060,Tunisia,Costa Rica,0,visa_required
36061,Tunisia,Côte d'Ivoire,2,visa_free
36062,Tunisia,Croatia,0,visa_required
36063,Tunisia,Cuba,1,visa_on_arrival
36064,Tunisia,Cyprus,0,visa_required
36065,Tunisia,Czech Republic,0,visa_required
36066,Tunisia,Denmark,0,visa_required
36067,Tunisia,Djibouti,1,visa_on_arrival
36068,Tunisia,Dominica,2,visa_free
36069,Tunisia,Dominican Republic,0,visa_required
36070,Tunisia,Ecuador,2,visa_free
36071,Tunisia,Egypt,0,visa_required
36072,Tunisia,El Salvador,0,visa_required
36073,Tunisia,Equatorial Guinea,2,visa_free
36074,Tunisia,Eritrea,0,visa_required
36075,Tunisia,Estonia,0,visa_required
36076,Tunisia,Eswatini,0,visa_required
36077,Tunisia,Ethiopia,1,visa_on_arrival
36078,Tunisia,Fiji,2,visa_free
36079,Tunisia,Finland,0,visa_required
36080,Tunisia,France,0,visa_required
36081,Tunisia,Gabon,2,visa_free
36082,Tunisia,Gambia,2,visa_free
36083,Tunisia,Georgia,0,visa_required
36084,Tunisia,Germany,0,visa_required
36085,Tunisia,Ghana,1,visa_on_arrival
36086,Tunisia,Greece,0,visa_required
36087,Tunisia,Grenada,0,visa_required
36088,Tunisia,Guatemala,0,visa_required
36089,Tunisia,Guinea,2,visa_free
36090,Tunisia,Guinea-Bissau,0,visa_required
36091,Tunisia,Guyana,0,visa_required
36092,Tunisia,Haiti,2,visa_free
36093,Tunisia,Honduras,0,visa_required
36094,Tunisia,Hong Kong,2,visa_free
36095,Tunisia,Hungary,0,visa_required
36096,Tunisia,Iceland,0,visa_required
36097,Tunisia,India,0,visa_required
36098,Tunisia,Indonesia,1,visa_on_arrival
36099,Tunisia,Iran,1,visa_on_arrival
36100,Tunisia,Iraq,0,visa_required
36101,Tunisia,Ireland,0,visa_required
36102,Tunisia,Israel,0,visa_required
36103,Tunisia,Italy,0,visa_required
36104,Tunisia,Jamaica,0,visa_required
36105,Tunisia,Japan,2,visa_free
36106,Tunisia,Jordan,1,visa_on_arrival
36107,Tunisia,Kazakhstan,0,visa_required
36108,Tunisia,Kenya,1,visa_on_arrival
36109,Tunisia,Kiribati,2,visa_free
36110,Tunisia,Kosovo,0,visa_required
36111,Tunisia,Kuwait,0,visa_required
36112,Tunisia,Kyrgyzstan,0,visa_required
36113,Tunisia,Laos,1,visa_on_arrival
36114,Tunisia,Latvia,0,visa_required
36115,Tunisia,Lebanon,1,visa_on_arrival
36116,Tunisia,Lesotho,1,visa_on_arrival
36117,Tunisia,Liberia,0,visa_required
36118,Tunisia,Libya,2,visa_free
36119,Tunisia,Liechtenstein,0,visa_required
36120,Tunisia,Lithuania,0,visa_required
36121,Tunisia,Luxembourg,0,visa_required
36122,Tunisia,Macao,1,visa_on_arrival
36123,Tunisia,Madagascar,1,visa_on_arrival
36124,Tunisia,Malawi,1,visa_on_arrival
36125,Tunisia,Malaysia,2,visa_free
36126,Tunisia,Maldives,1,visa_on_arrival
36127,Tunisia,Mali,2,visa_free
36128,Tunisia,Malta,0,visa_required
36129,Tunisia,Marshall Islands,0,visa_required
36130,Tunisia,Mauritania,2,visa_free
36131,Tunisia,Mauritius,2,visa_free
36132,Tunisia,Mexico,0,visa_required
36133,Tunisia,Micronesia,2,visa_free
36134,Tunisia,Moldova,0,visa_required
36135,Tunisia,Monaco,0,visa_required
36136,Tunisia,Mongolia,0,visa_required
36137,Tunisia,Montenegro,0,visa_required
36138,Tunisia,Morocco,2,visa_free
36139,Tunisia,Mozambique,1,visa_on_arrival
36140,Tunisia,Myanmar [Burma],0,visa_required
