a,origin,destination,requirement_status,requirement
1335,Argentina,Poland,2,visa_free
1336,Argentina,Portugal,2,visa_free
1337,Argentina,Qatar,1,visa_on_arrival
1338,Argentina,Romania,2,visa_free
1339,Argentina,Russia,2,visa_free
1340,Argentina,Rwanda,1,visa_on_arrival
1341,Argentina,Saint Kitts and Nevis,2,visa_free
1342,Argentina,Saint Lucia,2,visa_free
1343,Argentina,Samoa,1,visa_on_arrival
1344,Argentina,San Marino,2,visa_free
1345,Argentina,São Tomé and Príncipe,0,visa_required
1346,Argentina,Saudi Arabia,0,visa_required
1347,Argentina,Senegal,1,visa_on_arrival
1348,Argentina,Serbia,2,visa_free
1349,Argentina,Seychelles,1,visa_on_arrival
1350,Argentina,Sierra Leone,0,visa_required
1351,Argentina,Singapore,2,visa_free
1352,Argentina,Slovakia,2,visa_free
1353,Argentina,Slovenia,2,visa_free
1354,Argentina,Solomon Islands,1,visa_on_arrival
1355,Argentina,Somalia,1,visa_on_arrival
1356,Argentina,South Africa,2,visa_free
1357,Argentina,South Korea,3,eta
1358,Argentina,South Sudan,1,visa_on_arrival
1359,Argentina,Spain,2,visa_free
1360,Argentina,Sri Lanka,3,eta
1361,Argentina,Saint Vincent and the Grenadines,2,visa_free
1362,Argentina,Sudan,0,visa_required
1363,Argentina,Suriname,2,visa_free
1364,Argentina,Sweden,2,visa_free
1365,Argentina,Switzerland,2,visa_free
1366,Argentina,Syria,0,visa_required
1367,Argentina,Taiwan,0,visa_required
1368,Argentina,Tajikistan,2,visa_free
1369,Argentina,Tanzania,1,visa_on_arrival
1370,Argentina,Thailand,2,visa_free
1371,Argentina,Timor-Leste,1,visa_on_arrival
1372,Argentina,Togo,1,visa_on_arrival
1373,Argentina,Tonga,0,visa_required
1374,Argentina,Trinidad and Tobago,2,visa_free
1375,Argentina,Tunisia,2,visa_free
1376,Argentina,Turkmenistan,0,visa_required
1377,Argentina,Tuvalu,1,visa_on_arrival
1378,Argentina,Turkey,2,visa_free
1379,Argentina,Uganda,1,visa_on_arrival
1380,Argentina,Ukraine,2,visa_free
1381,Argentina,United Arab Emirates,2,visa_free
1382,Argentina,United Kingdom,2,visa_free
1383,Argentina,USA,0,visa_required
1384,Argentina,Uruguay,2,visa_free
1385,Argentina,Uzbekistan,2,visa_free
1386,Argentina,Vanuatu,2,visa_free
1387,Argentina,Vatican City,2,visa_free
1388,Argentina,Venezuela,2,visa_free
1389,Argentina,Vietnam,1,visa_on_arrival
1390,Argentina,Yemen,0,visa_required
1391,Argentina,Zambia,1,visa_on_arrival
1392,Argentina,Zimbabwe,1,visa_on_arrival
1393,Argentina,Argentina,4,
1394,Armenia,Afghanistan,0,visa_required
1395,Armenia,Albania,2,visa_free
1396,Armenia,Algeria,0,visa_required
1397,Armenia,Andorra,0,visa_required
1398,Armenia,Angola,1,visa_on_arrival
1399,Armenia,Antigua and Barbuda,2,visa_free
1400,Armenia,Argentina,2,visa_free
1401,Armenia,Australia,0,visa_required
1402,Armenia,Austria,0,visa_required
1403,Armenia,Azerbaijan,0,visa_required
1404,Armenia,Bahamas,2,visa_free
1405,Armenia,Bahrain,0,visa_required
1406,Armenia,Bangladesh,1,visa_on_arrival
1407,Armenia,Barbados,2,visa_free
1408,Armenia,Belarus,2,visa_free
1409,Armenia,Belgium,0,visa_required
1410,Armenia,Belize,0,visa_required
1411,Armenia,Benin,0,visa_required
1412,Armenia,Bhutan,0,visa_required
1413,Armenia,Bolivia,1,visa_on_arrival
1414,Armenia,Bosnia and Herzegovina,0,visa_required
1415,Armenia,Botswana,0,visa_required
1416,Armenia,Brazil,2,visa_free
1417,Armenia,Brunei,0,visa_required
1418,Armenia,Bulgaria,0,visa_required
1419,Armenia,Burkina Faso,0,visa_required
1420,Armenia,Burundi,1,visa_on_arrival
1421,Armenia,Cambodia,1,visa_on_arrival
1422,Armenia,Cameroon,0,visa_required
1423,Armenia,Canada,0,visa_required
1424,Armenia,Cape Verde,1,visa_on_arrival
1425,Armenia,Central African Republic,0,visa_required
1426,Armenia,Chad,0,visa_required
1427,Armenia,Chile,0,visa_required
1428,Armenia,China,2,visa_free
1429,Armenia,Colombia,0,visa_required
1430,Armenia,Comoros,1,visa_on_arrival
1431,Armenia,Congo [Republic],0,visa_required
1432,Armenia,Congo [DRC],1,visa_on_arrival
1433,Armenia,Costa Rica,0,visa_required
1434,Armenia,Côte d'Ivoire,3,eta
1435,Armenia,Croatia,0,visa_required
1436,Armenia,Cuba,1,visa_on_arrival
1437,Armenia,Cyprus,0,visa_required
1438,Armenia,Czech Republic,0,visa_required
1439,Armenia,Denmark,0,visa_required
1440,Armenia,Djibouti,1,visa_on_arrival
1441,Armenia,Dominica,2,visa_free
1442,Armenia,Dominican Republic,0,visa_required
1443,Armenia,Ecuador,2,visa_free
1444,Armenia,Egypt,1,visa_on_arrival
1445,Armenia,El Salvador,0,visa_required
1446,Armenia,Equatorial Guinea,0,visa_required
1447,Armenia,Eritrea,0,visa_required
1448,Armenia,Estonia,0,visa_required
1449,Armenia,Eswatini,0,visa_required
1450,Armenia,Ethiopia,1,visa_on_arrival
1451,Armenia,Fiji,0,visa_required
1452,Armenia,Finland,0,visa_required
1453,Armenia,France,0,visa_required
1454,Armenia,Gabon,1,visa_on_arrival
1455,Armenia,Gambia,2,visa_free
1456,Armenia,Georgia,2,visa_free
1457,Armenia,Germany,0,visa_required
1458,Armenia,Ghana,0,visa_required
1459,Armenia,Greece,0,visa_required
1460,Armenia,Grenada,0,visa_required
1461,Armenia,Guatemala,0,visa_required
1462,Armenia,Guinea,1,visa_on_arrival
1463,Armenia,Guinea-Bissau,0,visa_required
1464,Armenia,Guyana,0,visa_required
1465,Armenia,Haiti,2,visa_free
1466,Armenia,Honduras,0,visa_required
1467,Armenia,Hong Kong,2,visa_free
1468,Armenia,Hungary,0,visa_required
1469,Armenia,Iceland,0,visa_required
1470,Armenia,India,1,visa_on_arrival
1471,Armenia,Indonesia,0,visa_required
1472,Armenia,Iran,2,visa_free
1473,Armenia,Iraq,0,visa_required
1474,Armenia,Ireland,0,visa_required
1475,Armenia,Israel,0,visa_required
1476,Armenia,Italy,0,visa_required
1477,Armenia,Jamaica,1,visa_on_arrival
1478,Armenia,Japan,0,visa_required
1479,Armenia,Jordan,1,visa_on_arrival
1480,Armenia,Kazakhstan,2,visa_free
1481,Armenia,Kenya,0,visa_required
1482,Armenia,Kiribati,0,visa_required
1483,Armenia,Kosovo,0,visa_required
1484,Armenia,Kuwait,0,visa_required
1485,Armenia,Kyrgyzstan,2,visa_free
1486,Armenia,Laos,1,visa_on_arrival
1487,Armenia,Latvia,0,visa_required
1488,Armenia,Lebanon,1,visa_on_arrival
1489,Armenia,Lesotho,1,visa_on_arrival
1490,Armenia,Liberia,0,visa_required
1491,Armenia,Libya,0,visa_required
1492,Armenia,Liechtenstein,0,visa_required
1493,Armenia,Lithuania,0,visa_required
1494,Armenia,Luxembourg,0,visa_required
1495,Armenia,Macao,2,visa_free
1496,Armenia,Madagascar,1,visa_on_arrival
1497,Armenia,Malawi,1,visa_on_arrival
1498,Armenia,Malaysia,2,visa_free
1499,Armenia,Maldives,1,visa_on_arrival
1500,Armenia,Mali,0,visa_required
1501,Armenia,Malta,0,visa_required
1502,Armenia,Marshall Islands,0,visa_required
1503,Armenia,Mauritania,1,visa_on_arrival
1504,Armenia,Mauritius,1,visa_on_arrival
1505,Armenia,Mexico,0,visa_required
1506,Armenia,Micronesia,2,visa_free
1507,Armenia,Moldova,2,visa_free
1508,Armenia,Monaco,0,visa_required
1509,Armenia,Mongolia,0,visa_required
1510,Armenia,Montenegro,2,visa_free
1511,Armenia,Morocco,0,visa_required
1512,Armenia,Mozambique,1,visa_on_arrival
1513,Armenia,Myanmar [Burma],0,visa_required
1514,Armenia,Namibia,2,visa_free
1515,Armenia,Nauru,0,visa_required
1516,Armenia,Nepal,1,visa_on_arrival
1517,Armenia,Netherlands,0,visa_required
1518,Armenia,New Zealand,0,visa_required
1519,Armenia,Nicaragua,0,visa_required
1520,Armenia,Niger,0,visa_required
1521,Armenia,Nigeria,1,visa_on_arrival
1522,Armenia,North Korea,0,visa_required
1523,Armenia,North Macedonia,0,visa_required
1524,Armenia,Norway,0,visa_required
1525,Armenia,Oman,0,visa_required
1526,Armenia,Pakistan,0,visa_required
1527,Armenia,Palau,1,visa_on_arrival
1528,Armenia,Palestinian Territories,2,visa_free
1529,Armenia,Panama,2,visa_free
1530,Armenia,Papua New Guinea,0,visa_required
1531,Armenia,Paraguay,0,visa_required
1532,Armenia,Peru,0,visa_required
1533,Armenia,Philippines,0,visa_required
1534,Armenia,Poland,0,visa_required
1535,Armenia,Portugal,0,visa_required
1536,Armenia,Qatar,1,visa_on_arrival
1537,Armenia,Romania,0,visa_required
1538,Armenia,Russia,2,visa_free
1539,Armenia,Rwanda,1,visa_on_arrival
1540,Armenia,Saint Kitts and Nevis,0,visa_required
1541,Armenia,Saint Lucia,0,visa_required
1542,Armenia,Samoa,1,visa_on_arrival
1543,Armenia,San Marino,0,visa_required
1544,Armenia,São Tomé and Príncipe,0,visa_required
1545,Armenia,Saudi Arabia,0,visa_required
1546,Armenia,Senegal,1,visa_on_arrival
1547,Armenia,Serbia,2,visa_free
1548,Armenia,Seychelles,1,visa_on_arrival
1549,Armenia,Sierra Leone,1,visa_on_arrival
1550,Armenia,Singapore,0,visa_required
1551,Armenia,Slovakia,0,visa_required
1552,Armenia,Slovenia,0,visa_required
1553,Armenia,Solomon Islands,0,visa_required
1554,Armenia,Somalia,1,visa_on_arrival
1555,Armenia,South Africa,0,visa_required
1556,Armenia,South Korea,0,visa_required
1557,Armenia,South Sudan,1,visa_on_arrival
1558,Armenia,Spain,0,visa_required
1559,Armenia,Sri Lanka,3,eta
1560,Armenia,Saint Vincent and the Grenadines,2,visa_free
1561,Armenia,Sudan,0,visa_required
1562,Armenia,Suriname,2,visa_free
1563,Armenia,Sweden,0,visa_required
1564,Armenia,Switzerland,0,visa_required
1565,Armenia,Syria,0,visa_required
1566,Armenia,Taiwan,0,visa_required
1567,Armenia,Tajikistan,2,visa_free
1568,Armenia,Tanzania,1,visa_on_arrival
1569,Armenia,Thailand,0,visa_required
1570,Armenia,Timor-Leste,1,visa_on_arrival
1571,Armenia,Togo,1,visa_on_arrival
1572,Armenia,Tonga,0,visa_required
1573,Armenia,Trinidad and Tobago,0,visa_required
1574,Armenia,Tunisia,0,visa_required
1575,Armenia,Turkmenistan,0,visa_required
1576,Armenia,Tuvalu,1,visa_on_arrival
1577,Armenia,Turkey,1,visa_on_arrival
1578,Armenia,Uganda,1,visa_on_arrival
1579,Armenia,Ukraine,2,visa_free
1580,Armenia,United Arab Emirates,0,visa_required
1581,Armenia,United Kingdom,0,visa_required
1582,Armenia,USA,0,visa_required
1583,Armenia,Uruguay,2,visa_free
1584,Armenia,Uzbekistan,2,visa_free
1585,Armenia,Vanuatu,0,visa_required
1586,Armenia,Vatican City,0,visa_required
1587,Armenia,Venezuela,0,visa_required
1588,Armenia,Vietnam,1,visa_on_arrival
1589,Armenia,Yemen,0,visa_required
1590,Armenia,Zambia,0,visa_required
1591,Armenia,Zimbabwe,1,visa_on_arrival
1592,Armenia,Armenia,4,
1593,Australia,Afghanistan,0,visa_required
1594,Australia,Albania,2,visa_free
1595,Australia,Algeria,0,visa_required
1596,Australia,Andorra,2,visa_free
1597,Australia,Angola,1,visa_on_arrival
1598,Australia,Antigua and Barbuda,2,visa_free
1599,Australia,Argentina,2,visa_free
1600,Australia,Armenia,2,visa_free
1601,Australia,Austria,2,visa_free
1602,Australia,Azerbaijan,1,visa_on_arrival
1603,Australia,Bahamas,2,visa_free
1604,Australia,Bahrain,1,visa_on_arrival
1605,Australia,Bangladesh,1,visa_on_arrival
1606,Australia,Barbados,2,visa_free
1607,Australia,Belarus,2,visa_free
1608,Australia,Belgium,2,visa_free
1609,Australia,Belize,2,visa_free
1610,Australia,Benin,0,visa_required
1611,Australia,Bhutan,0,visa_required
1612,Australia,Bolivia,2,visa_free
1613,Australia,Bosnia and Herzegovina,2,visa_free
1614,Australia,Botswana,2,visa_free
1615,Australia,Brazil,2,visa_free
1616,Australia,Brunei,1,visa_on_arrival
1617,Australia,Bulgaria,2,visa_free
1618,Australia,Burkina Faso,1,visa_on_arrival
1619,Australia,Burundi,1,visa_on_arrival
1620,Australia,Cambodia,1,visa_on_arrival
1621,Australia,Cameroon,0,visa_required
1622,Australia,Canada,3,eta
1623,Australia,Cape Verde,1,visa_on_arrival
1624,Australia,Central African Republic,0,visa_required
1625,Australia,Chad,0,visa_required
1626,Australia,Chile,0,visa_required
1627,Australia,China,0,visa_required
1628,Australia,Colombia,2,visa_free
1629,Australia,Comoros,1,visa_on_arrival
1630,Australia,Congo [Republic],0,visa_required
1631,Australia,Congo [DRC],1,visa_on_arrival
1632,Australia,Costa Rica,2,visa_free
1633,Australia,Côte d'Ivoire,3,eta
1634,Australia,Croatia,2,visa_free
1635,Australia,Cuba,1,visa_on_arrival
1636,Australia,Cyprus,2,visa_free
1637,Australia,Czech Republic,2,visa_free
1638,Australia,Denmark,2,visa_free
1639,Australia,Djibouti,1,visa_on_arrival
1640,Australia,Dominica,2,visa_free
1641,Australia,Dominican Republic,2,visa_free
1642,Australia,Ecuador,2,visa_free
1643,Australia,Egypt,1,visa_on_arrival
1644,Australia,El Salvador,2,visa_free
1645,Australia,Equatorial Guinea,0,visa_required
1646,Australia,Eritrea,0,visa_required
1647,Australia,Estonia,2,visa_free
1648,Australia,Eswatini,2,visa_free
1649,Australia,Ethiopia,1,visa_on_arrival
1650,Australia,Fiji,2,visa_free
1651,Australia,Finland,2,visa_free
1652,Australia,France,2,visa_free
1653,Australia,Gabon,2,visa_free
1654,Australia,Gambia,2,visa_free
1655,Australia,Georgia,2,visa_free
1656,Australia,Germany,2,visa_free
1657,Australia,Ghana,0,visa_required
1658,Australia,Greece,2,visa_free
1659,Australia,Grenada,2,visa_free
1660,Australia,Guatemala,2,visa_free
1661,Australia,Guinea,1,visa_on_arrival
1662,Australia,Guinea-Bissau,0,visa_required
1663,Australia,Guyana,2,visa_free
1664,Australia,Haiti,2,visa_free
1665,Australia,Honduras,2,visa_free
1666,Australia,Hong Kong,2,visa_free
1667,Australia,Hungary,2,visa_free
1668,Australia,Iceland,2,visa_free
1669,Australia,India,1,visa_on_arrival
1670,Australia,Indonesia,1,visa_on_arrival
1671,Australia,Iran,1,visa_on_arrival
1672,Australia,Iraq,1,visa_on_arrival
1673,Australia,Ireland,2,visa_free
1674,Australia,Israel,2,visa_free
1675,Australia,Italy,2,visa_free
1676,Australia,Jamaica,2,visa_free
1677,Australia,Japan,2,visa_free
1678,Australia,Jordan,1,visa_on_arrival
1679,Australia,Kazakhstan,2,visa_free
1680,Australia,Kenya,1,visa_on_arrival
1681,Australia,Kiribati,2,visa_free
1682,Australia,Kosovo,2,visa_free
1683,Australia,Kuwait,1,visa_on_arrival
1684,Australia,Kyrgyzstan,2,visa_free
1685,Australia,Laos,1,visa_on_arrival
1686,Australia,Latvia,2,visa_free
1687,Australia,Lebanon,1,visa_on_arrival
1688,Australia,Lesotho,2,visa_free
1689,Australia,Liberia,0,visa_required
1690,Australia,Libya,0,visa_required
1691,Australia,Liechtenstein,2,visa_free
1692,Australia,Lithuania,2,visa_free
1693,Australia,Luxembourg,2,visa_free
1694,Australia,Macao,2,visa_free
1695,Australia,Madagascar,1,visa_on_arrival
1696,Australia,Malawi,1,visa_on_arrival
1697,Australia,Malaysia,2,visa_free
1698,Australia,Maldives,1,visa_on_arrival
1699,Australia,Mali,0,visa_required
1700,Australia,Malta,2,visa_free
1701,Australia,Marshall Islands,1,visa_on_arrival
1702,Australia,Mauritania,1,visa_on_arrival
1703,Australia,Mauritius,2,visa_free
1704,Australia,Mexico,2,visa_free
1705,Australia,Micronesia,2,visa_free
1706,Australia,Moldova,2,visa_free
1707,Australia,Monaco,2,visa_free
1708,Australia,Mongolia,2,visa_free
1709,Australia,Montenegro,2,visa_free
1710,Australia,Morocco,2,visa_free
1711,Australia,Mozambique,1,visa_on_arrival
1712,Australia,Myanmar [Burma],0,visa_required
1713,Australia,Namibia,2,visa_free
1714,Australia,Nauru,0,visa_required
1715,Australia,Nepal,1,visa_on_arrival
1716,Australia,Netherlands,2,visa_free
1717,Australia,New Zealand,2,visa_free
1718,Australia,Nicaragua,2,visa_free
1719,Australia,Niger,0,visa_required
1720,Australia,Nigeria,1,visa_on_arrival
1721,Australia,North Korea,0,visa_required
1722,Australia,North Macedonia,2,visa_free
1723,Australia,Norway,2,visa_free
1724,Australia,Oman,1,visa_on_arrival
1725,Australia,Pakistan,3,eta
1726,Australia,Palau,1,visa_on_arrival
1727,Australia,Palestinian Territories,2,visa_free
1728,Australia,Panama,2,visa_free
1729,Australia,Papua New Guinea,1,visa_on_arrival
1730,Australia,Paraguay,2,visa_free
1731,Australia,Peru,2,visa_free
1732,Australia,Philippines,2,visa_free
1733,Australia,Poland,2,visa_free
1734,Australia,Portugal,2,visa_free
1735,Australia,Qatar,1,visa_on_arrival
1736,Australia,Romania,2,visa_free
1737,Australia,Russia,0,visa_required
1738,Australia,Rwanda,1,visa_on_arrival
1739,Australia,Saint Kitts and Nevis,2,visa_free
1740,Australia,Saint Lucia,2,visa_free
1741,Australia,Samoa,1,visa_on_arrival
1742,Australia,San Marino,2,visa_free
1743,Australia,São Tomé and Príncipe,0,visa_required
1744,Australia,Saudi Arabia,1,visa_on_arrival
1745,Australia,Senegal,1,visa_on_arrival
1746,Australia,Serbia,2,visa_free
1747,Australia,Seychelles,1,visa_on_arrival
1748,Australia,Sierra Leone,1,visa_on_arrival
1749,Australia,Singapore,2,visa_free
1750,Australia,Slovakia,2,visa_free
1751,Australia,Slovenia,2,visa_free
1752,Australia,Solomon Islands,1,visa_on_arrival
1753,Australia,Somalia,1,visa_on_arrival
1754,Australia,South Africa,2,visa_free
1755,Australia,South Korea,2,visa_free
1756,Australia,South Sudan,1,visa_on_arrival
1757,Australia,Spain,2,visa_free
1758,Australia,Sri Lanka,3,eta
1759,Australia,Saint Vincent and the Grenadines,2,visa_free
1760,Australia,Sudan,0,visa_required
1761,Australia,Suriname,2,visa_free
1762,Australia,Sweden,2,visa_free
1763,Australia,Switzerland,2,visa_free
1764,Australia,Syria,0,visa_required
1765,Australia,Taiwan,2,visa_free
1766,Australia,Tajikistan,2,visa_free
1767,Australia,Tanzania,1,visa_on_arrival
1768,Australia,Thailand,2,visa_free
1769,Australia,Timor-Leste,1,visa_on_arrival
1770,Australia,Togo,1,visa_on_arrival
1771,Australia,Tonga,1,visa_on_arrival
1772,Australia,Trinidad and Tobago,1,visa_on_arrival
1773,Australia,Tunisia,2,visa_free
1774,Australia,Turkmenistan,0,visa_required
1775,Australia,Tuvalu,1,visa_on_arrival
1776,Australia,Turkey,1,visa_on_arrival
1777,Australia,Uganda,1,visa_on_arrival
1778,Australia,Ukraine,2,visa_free
1779,Australia,United Arab Emirates,2,visa_free
1780,Australia,United Kingdom,2,visa_free
1781,Australia,USA,3,eta
1782,Australia,Uruguay,2,visa_free
1783,Australia,Uzbekistan,2,visa_free
1784,Australia,Vanuatu,2,visa_free
1785,Australia,Vatican City,2,visa_free
1786,Australia,Venezuela,2,visa_free
1787,Australia,Vietnam,1,visa_on_arrival
1788,Australia,Yemen,0,visa_required
1789,Australia,Zambia,2,visa_free
1790,Australia,Zimbabwe,1,visa_on_arrival
1791,Australia,Australia,4,
1792,Austria,Afghanistan,0,visa_required
1793,Austria,Albania,2,visa_free
1794,Austria,Algeria,0,visa_required
1795,Austria,Andorra,2,visa_free
1796,Austria,Angola,1,visa_on_arrival
1797,Austria,Antigua and Barbuda,2,visa_free
1798,Austria,Argentina,2,visa_free
1799,Austria,Armenia,2,visa_free
1800,Austria,Australia,3,eta
1801,Austria,Azerbaijan,1,visa_on_arrival
1802,Austria,Bahamas,2,visa_free
1803,Austria,Bahrain,1,visa_on_arrival
1804,Austria,Bangladesh,1,visa_on_arrival
1805,Austria,Barbados,2,visa_free
1806,Austria,Belarus,2,visa_free
1807,Austria,Belgium,2,visa_free
1808,Austria,Belize,2,visa_free
1809,Austria,Benin,0,visa_required
1810,Austria,Bhutan,0,visa_required
1811,Austria,Bolivia,2,visa_free
1812,Austria,Bosnia and Herzegovina,2,visa_free
1813,Austria,Botswana,2,visa_free
1814,Austria,Brazil,2,visa_free
1815,Austria,Brunei,2,visa_free
1816,Austria,Bulgaria,2,visa_free
1817,Austria,Burkina Faso,1,visa_on_arrival
1818,Austria,Burundi,1,visa_on_arrival
1819,Austria,Cambodia,1,visa_on_arrival
1820,Austria,Cameroon,0,visa_required
1821,Austria,Canada,3,eta
1822,Austria,Cape Verde,2,visa_free
1823,Austria,Central African Republic,0,visa_required
1824,Austria,Chad,0,visa_required
1825,Austria,Chile,2,visa_free
1826,Austria,China,0,visa_required
1827,Austria,Colombia,2,visa_free
1828,Austria,Comoros,1,visa_on_arrival
1829,Austria,Congo [Republic],0,visa_required
1830,Austria,Congo [DRC],1,visa_on_arrival
1831,Austria,Costa Rica,2,visa_free
1832,Austria,Côte d'Ivoire,3,eta
1833,Austria,Croatia,2,visa_free
1834,Austria,Cuba,1,visa_on_arrival
1835,Austria,Cyprus,2,visa_free
1836,Austria,Czech Republic,2,visa_free
1837,Austria,Denmark,2,visa_free
1838,Austria,Djibouti,1,visa_on_arrival
1839,Austria,Dominica,2,visa_free
1840,Austria,Dominican Republic,2,visa_free
1841,Austria,Ecuador,2,visa_free
1842,Austria,Egypt,1,visa_on_arrival
1843,Austria,El Salvador,2,visa_free
1844,Austria,Equatorial Guinea,0,visa_required
1845,Austria,Eritrea,0,visa_required
1846,Austria,Estonia,2,visa_free
1847,Austria,Eswatini,2,visa_free
1848,Austria,Ethiopia,1,visa_on_arrival
1849,Austria,Fiji,2,visa_free
1850,Austria,Finland,2,visa_free
1851,Austria,France,2,visa_free
1852,Austria,Gabon,2,visa_free
1853,Austria,Gambia,2,visa_free
1854,Austria,Georgia,2,visa_free
1855,Austria,Germany,2,visa_free
1856,Austria,Ghana,0,visa_required
1857,Austria,Greece,2,visa_free
1858,Austria,Grenada,2,visa_free
1859,Austria,Guatemala,2,visa_free
1860,Austria,Guinea,1,visa_on_arrival
1861,Austria,Guinea-Bissau,0,visa_required
1862,Austria,Guyana,2,visa_free
1863,Austria,Haiti,2,visa_free
1864,Austria,Honduras,2,visa_free
1865,Austria,Hong Kong,2,visa_free
1866,Austria,Hungary,2,visa_free
1867,Austria,Iceland,2,visa_free
1868,Austria,India,1,visa_on_arrival
1869,Austria,Indonesia,1,visa_on_arrival
1870,Austria,Iran,1,visa_on_arrival
1871,Austria,Iraq,1,visa_on_arrival
1872,Austria,Ireland,2,visa_free
1873,Austria,Israel,2,visa_free
1874,Austria,Italy,2,visa_free
1875,Austria,Jamaica,2,visa_free
1876,Austria,Japan,2,visa_free
1877,Austria,Jordan,1,visa_on_arrival
1878,Austria,Kazakhstan,2,visa_free
1879,Austria,Kenya,1,visa_on_arrival
1880,Austria,Kiribati,2,visa_free
1881,Austria,Kosovo,2,visa_free
1882,Austria,Kuwait,1,visa_on_arrival
1883,Austria,Kyrgyzstan,2,visa_free
1884,Austria,Laos,1,visa_on_arrival
1885,Austria,Latvia,2,visa_free
1886,Austria,Lebanon,1,visa_on_arrival
1887,Austria,Lesotho,2,visa_free
1888,Austria,Liberia,0,visa_required
1889,Austria,Libya,0,visa_required
1890,Austria,Liechtenstein,2,visa_free
1891,Austria,Lithuania,2,visa_free
1892,Austria,Luxembourg,2,visa_free
1893,Austria,Macao,2,visa_free
1894,Austria,Madagascar,1,visa_on_arrival
1895,Austria,Malawi,1,visa_on_arrival
1896,Austria,Malaysia,2,visa_free
1897,Austria,Maldives,1,visa_on_arrival
1898,Austria,Mali,0,visa_required
1899,Austria,Malta,2,visa_free
1900,Austria,Marshall Islands,2,visa_free
1901,Austria,Mauritania,1,visa_on_arrival
1902,Austria,Mauritius,2,visa_free
1903,Austria,Mexico,2,visa_free
1904,Austria,Micronesia,2,visa_free
1905,Austria,Moldova,2,visa_free
1906,Austria,Monaco,2,visa_free
1907,Austria,Mongolia,2,visa_free
1908,Austria,Montenegro,2,visa_free
1909,Austria,Morocco,2,visa_free
1910,Austria,Mozambique,1,visa_on_arrival
1911,Austria,Myanmar [Burma],0,visa_required
1912,Austria,Namibia,2,visa_free
1913,Austria,Nauru,0,visa_required
1914,Austria,Nepal,1,visa_on_arrival
1915,Austria,Netherlands,2,visa_free
1916,Austria,New Zealand,3,eta
1917,Austria,Nicaragua,2,visa_free
1918,Austria,Niger,0,visa_required
1919,Austria,Nigeria,1,visa_on_arrival
1920,Austria,North Korea,0,visa_required
1921,Austria,North Macedonia,2,visa_free
1922,Austria,Norway,2,visa_free
1923,Austria,Oman,1,visa_on_arrival
1924,Austria,Pakistan,3,eta
1925,Austria,Palau,2,visa_free
1926,Austria,Palestinian Territories,2,visa_free
1927,Austria,Panama,2,visa_free
1928,Austria,Papua New Guinea,1,visa_on_arrival
1929,Austria,Paraguay,2,visa_free
1930,Austria,Peru,2,visa_free
1931,Austria,Philippines,2,visa_free
1932,Austria,Poland,2,visa_free
1933,Austria,Portugal,2,visa_free
1934,Austria,Qatar,1,visa_on_arrival
1935,Austria,Romania,2,visa_free
1936,Austria,Russia,0,visa_required
1937,Austria,Rwanda,1,visa_on_arrival
1938,Austria,Saint Kitts and Nevis,2,visa_free
1939,Austria,Saint Lucia,2,visa_free
1940,Austria,Samoa,2,visa_free
1941,Austria,San Marino,2,visa_free
1942,Austria,São Tomé and Príncipe,2,visa_free
1943,Austria,Saudi Arabia,1,visa_on_arrival
1944,Austria,Senegal,2,visa_free
1945,Austria,Serbia,2,visa_free
1946,Austria,Seychelles,1,visa_on_arrival
1947,Austria,Sierra Leone,1,visa_on_arrival
1948,Austria,Singapore,2,visa_free
1949,Austria,Slovakia,2,visa_free
1950,Austria,Slovenia,2,visa_free
1951,Austria,Solomon Islands,2,visa_free
1952,Austria,Somalia,1,visa_on_arrival
1953,Austria,South Africa,2,visa_free
1954,Austria,South Korea,2,visa_free
1955,Austria,South Sudan,1,visa_on_arrival
1956,Austria,Spain,2,visa_free
1957,Austria,Sri Lanka,3,eta
1958,Austria,Saint Vincent and the Grenadines,2,visa_free
1959,Austria,Sudan,0,visa_required
1960,Austria,Suriname,2,visa_free
1961,Austria,Sweden,2,visa_free
1962,Austria,Switzerland,2,visa_free
1963,Austria,Syria,0,visa_required
1964,Austria,Taiwan,2,visa_free
1965,Austria,Tajikistan,2,visa_free
1966,Austria,Tanzania,1,visa_on_arrival
1967,Austria,Thailand,2,visa_free
1968,Austria,Timor-Leste,2,visa_free
1969,Austria,Togo,1,visa_on_arrival
1970,Austria,Tonga,2,visa_free
1971,Austria,Trinidad and Tobago,2,visa_free
1972,Austria,Tunisia,2,visa_free
1973,Austria,Turkmenistan,0,visa_required
1974,Austria,Tuvalu,2,visa_free
1975,Austria,Turkey,2,visa_free
1976,Austria,Uganda,1,visa_on_arrival
1977,Austria,Ukraine,2,visa_free
1978,Austria,United Arab Emirates,2,visa_free
1979,Austria,United Kingdom,2,visa_free
1980,Austria,USA,3,eta
1981,Austria,Uruguay,2,visa_free
1982,Austria,Uzbekistan,2,visa_free
1983,Austria,Vanuatu,2,visa_free
1984,Austria,Vatican City,2,visa_free
1985,Austria,Venezuela,2,visa_free
1986,Austria,Vietnam,1,visa_on_arrival
1987,Austria,Yemen,0,visa_required
1988,Austria,Zambia,2,visa_free
1989,Austria,Zimbabwe,1,visa_on_arrival
1990,Austria,Austria,4,
1991,Azerbaijan,Afghanistan,0,visa_required
1992,Azerbaijan,Albania,2,visa_free
1993,Azerbaijan,Algeria,0,visa_required
